tip,states
Krameriaceae_Krameria_pauciflora,Absent
Krameriaceae_Krameria_revoluta,Absent
Krameriaceae_Krameria_grandiflora,Absent
Krameriaceae_Krameria_argentea,Absent
Krameriaceae_Krameria_spartioides,Absent
Krameriaceae_Krameria_cistoidea,Absent
Krameriaceae_Krameria_paucifolia,Absent
Krameriaceae_Krameria_grayi,Absent
Zygophyllaceae_Tribulus_cistoides,Absent
Zygophyllaceae_Tribulus_subramanyamii,Absent
Zygophyllaceae_Kallstroemia_maxima,Absent
Zygophyllaceae_Kallstroemia_parviflora,Absent
Zygophyllaceae_Tribulus_terrestris,Absent
Zygophyllaceae_Tribulus_macropterus,Absent
Zygophyllaceae_Kelleronia_revoilii,Absent
Zygophyllaceae_Tribulus_lanuginosus,Absent
Zygophyllaceae_Neoluederitzia_sericeocarpa,Absent
Zygophyllaceae_Sisyndite_spartea,Absent
Zygophyllaceae_Balanites_pedicellaris,Absent
Zygophyllaceae_Balanites_maughamii,Absent
Zygophyllaceae_Balanites_aegypticus,Absent
Zygophyllaceae_Viscainoa_geniculata,Absent
Zygophyllaceae_Seetzenia_lanata,Absent
Zygophyllaceae_Zygophyllum_simplex,Absent
Zygophyllaceae_Tetraena_fontanesii,Absent
Zygophyllaceae_Zygophyllum_clavatum,Absent
Zygophyllaceae_Zygophyllum_decumbens,Absent
Zygophyllaceae_Zygophyllum_applanatum,Absent
Zygophyllaceae_Zygophyllum_prismatocarpum,Absent
Zygophyllaceae_Fagonia_densa,Absent
Zygophyllaceae_Fagonia_palmeri,Absent
Zygophyllaceae_Fagonia_hadramautica,Absent
Zygophyllaceae_Fagonia_olivieri,Absent
Zygophyllaceae_Fagonia_charoides,Absent
Zygophyllaceae_Fagonia_bruguieri,Absent
Zygophyllaceae_Fagonia_arabica,Absent
Zygophyllaceae_Zygophyllum_giessii,Absent
Zygophyllaceae_Zygophyllum_longicapsulare,Absent
Zygophyllaceae_Zygophyllum_microcarpum,Absent
Zygophyllaceae_Zygophyllum_rigidum,Absent
Zygophyllaceae_Tetraena_mongolica,Absent
Zygophyllaceae_Fagonia_indica,Absent
Zygophyllaceae_Augea_capensis,Absent
Zygophyllaceae_Zygophyllum_orbiculatum,Absent
Zygophyllaceae_Zygophyllum_morgsana,Absent
Zygophyllaceae_Zygophyllum_cordifolium,Absent
Zygophyllaceae_Zygophyllum_sessilifolium,Absent
Zygophyllaceae_Zygophyllum_flexuosum,Absent
Zygophyllaceae_Zygophyllum_rosowii,Absent
Zygophyllaceae_Zygophyllum_brachypterum,Absent
Zygophyllaceae_Zygophyllum_fabago,Absent
Zygophyllaceae_Zygophyllum_obliquum,Absent
Zygophyllaceae_Zygophyllum_macropodum,Absent
Zygophyllaceae_Larrea_cuneifolia,Absent
Zygophyllaceae_Larrea_ameghinoi,Absent
Zygophyllaceae_Larrea_nitida,Absent
Zygophyllaceae_Larrea_divaricata,Absent
Zygophyllaceae_Larrea_tridentata,Absent
Zygophyllaceae_Plectrocarpa_tetracantha,Absent
Zygophyllaceae_Bulnesia_arborea,Absent
Zygophyllaceae_Porlieria_chilensis,Absent
Zygophyllaceae_Guaiacum_angustifolium,Absent
Zygophyllaceae_Guaiacum_unijugum,Absent
Zygophyllaceae_Guaiacum_coulteri,Absent
Zygophyllaceae_Guaiacum_guatemalense,Absent
Zygophyllaceae_Guaiacum_sanctum,Absent
Zygophyllaceae_Guaiacum_officinale,Absent
Huaceae_Afrostyrax,Absent
Huaceae_Hua_gabonii,Absent
Connaraceae_Connarus_championii,Absent
Connaraceae_Rourea_minor,Absent
Connaraceae_Agelaea_trinervis,Absent
Connaraceae_Byrsocarpus_coccineus,Absent
Connaraceae_Agelaea_pentagyna,Absent
Connaraceae_Connarus_conchocarpus,Absent
Connaraceae_Rourea_glabra,Absent
Oxalidaceae_Averrhoa_carambola,Absent
Oxalidaceae_Sarcotheca_monophylla,Absent
Oxalidaceae_Dapania_racemosa,Absent
Oxalidaceae_Oxalis_hedysaroides,Absent
Oxalidaceae_Oxalis_incana,Absent
Oxalidaceae_Oxalis_eriocarpa,Absent
Oxalidaceae_Oxalis_europaea,Absent
Oxalidaceae_Oxalis_stricta,Absent
Oxalidaceae_Oxalis_corniculata,Absent
Oxalidaceae_Oxalis_calachaccensis,Absent
Oxalidaceae_Oxalis_dillenii,Absent
Oxalidaceae_Oxalis_violacea,Absent
Oxalidaceae_Oxalis_arbuscula,Absent
Oxalidaceae_Oxalis_caesia,Absent
Oxalidaceae_Oxalis_rosea,Absent
Oxalidaceae_Oxalis_corymbosa,Absent
Oxalidaceae_Oxalis_magellanica,Absent
Oxalidaceae_Oxalis_griffithii,Absent
Oxalidaceae_Oxalis_barrelieri,Absent
Oxalidaceae_Oxalis_acetosella,Absent
Oxalidaceae_Oxalis_megalorrhiza,Absent
Oxalidaceae_Oxalis_ornithopus,Absent
Oxalidaceae_Oxalis_matancillae,Absent
Oxalidaceae_Oxalis_atacamensis,Absent
Oxalidaceae_Oxalis_lomana,Absent
Oxalidaceae_Oxalis_paposana,Absent
Oxalidaceae_Oxalis_tortuosa,Absent
Oxalidaceae_Oxalis_virgosa,Absent
Oxalidaceae_Oxalis_bulbocastanum,Absent
Oxalidaceae_Oxalis_morenoensis,Absent
Oxalidaceae_Oxalis_pachyrrhiza,Absent
Oxalidaceae_Oxalis_ricardii,Absent
Oxalidaceae_Oxalis_squamata,Absent
Oxalidaceae_Oxalis_valdiviensis,Absent
Oxalidaceae_Oxalis_penicillata,Absent
Oxalidaceae_Oxalis_laxa,Absent
Oxalidaceae_Oxalis_holosericea,Absent
Oxalidaceae_Oxalis_hypsophila,Absent
Oxalidaceae_Oxalis_pycnophylla,Absent
Oxalidaceae_Oxalis_loricata,Absent
Oxalidaceae_Oxalis_enneaphylla,Absent
Oxalidaceae_Oxalis_laciniata,Absent
Oxalidaceae_Oxalis_adenophylla,Absent
Oxalidaceae_Oxalis_arenaria,Absent
Oxalidaceae_Oxalis_latifolia,Absent
Oxalidaceae_Oxalis_perdicaria,Absent
Oxalidaceae_Oxalis_debilis,Absent
Oxalidaceae_Oxalis_melanosticta,Absent
Oxalidaceae_Oxalis_pulchella,Absent
Oxalidaceae_Oxalis_purpurea,Absent
Oxalidaceae_Oxalis_engleriana,Absent
Oxalidaceae_Oxalis_monophylla,Absent
Oxalidaceae_Oxalis_flava,Absent
Oxalidaceae_Oxalis_tomentosa,Absent
Oxalidaceae_Oxalis_eckloniana,Absent
Oxalidaceae_Oxalis_bifida,Absent
Oxalidaceae_Oxalis_fibrosa,Absent
Oxalidaceae_Oxalis_tenella,Absent
Oxalidaceae_Oxalis_oculifera,Absent
Oxalidaceae_Oxalis_capillacea,Absent
Oxalidaceae_Oxalis_polyphylla,Absent
Oxalidaceae_Oxalis_orbicularis,Absent
Oxalidaceae_Oxalis_commutata,Absent
Oxalidaceae_Oxalis_caprina,Absent
Oxalidaceae_Oxalis_smithiana,Absent
Oxalidaceae_Oxalis_imbricata,Absent
Oxalidaceae_Oxalis_purpurascens,Absent
Oxalidaceae_Oxalis_pes-caprae,Absent
Oxalidaceae_Oxalis_dentata,Absent
Oxalidaceae_Oxalis_incarnata,Absent
Oxalidaceae_Oxalis_articulata,Absent
Oxalidaceae_Oxalis_squarrosa,Absent
Oxalidaceae_Oxalis_tuberosa,Absent
Oxalidaceae_Oxalis_sanmiguelii,Absent
Brunelliaceae_Brunellia_acutangula,Absent
Brunelliaceae_Brunellia_oliveri,Absent
Brunelliaceae_Brunellia_colombiana,Absent
Cephalotaceae_Cephalotus_follicularis,Absent
Cunoniaceae_Acsmithia_elliptica,Absent
Cunoniaceae_Spiraeanthemum_samoense,Absent
Cunoniaceae_Hooglandia_ignambiensis,Absent
Cunoniaceae_Davidsonia_pruriens,Absent
Cunoniaceae_Bauera_rubioides,Absent
Cunoniaceae_Ceratopetalum_gummiferum,Absent
Cunoniaceae_Platylophus_trifoliatus,Absent
Cunoniaceae_Anodopetalum_biglandulosum,Absent
Cunoniaceae_Acrophyllum_australe,Absent
Cunoniaceae_Geissois_benthamii,Absent
Cunoniaceae_Pseudoweinmannia_lachnocarpa,Absent
Cunoniaceae_Eucryphia_cordifolia,Absent
Cunoniaceae_Eucryphia_milliganii,Absent
Cunoniaceae_Eucryphia_lucida,Absent
Cunoniaceae_Geissois_biagiana,Absent
Cunoniaceae_Schizomeria_serrata,Absent
Cunoniaceae_Codia_discolor,Absent
Cunoniaceae_Callicoma_serratifolia,Absent
Cunoniaceae_Gillbeea_adenopetala,Absent
Cunoniaceae_Opocunonia_papuana,Absent
Cunoniaceae_Spiraeopsis_celebica,Absent
Cunoniaceae_Caldcluvia_paniculosa,Absent
Cunoniaceae_Ceratopetalum_apetalum,Absent
Cunoniaceae_Ceratopetalum_succirubrum,Absent
Cunoniaceae_Cunonia_pulchella,Absent
Cunoniaceae_Cunonia_atrorubens,Absent
Cunoniaceae_Cunonia_macrophylla,Absent
Cunoniaceae_Cunonia_capensis,Absent
Cunoniaceae_Cunonia_montana,Absent
Cunoniaceae_Pancheria_engleriana,Absent
Cunoniaceae_Weinmannia_madagascariensis,Absent
Cunoniaceae_Weinmannia_sanguisugarum,Absent
Cunoniaceae_Weinmannia_bojeriana,Absent
Cunoniaceae_Weinmannia_minutiflora,Absent
Cunoniaceae_Weinmannia_marojejyensis,Absent
Cunoniaceae_Weinmannia_rutenbergii,Absent
Cunoniaceae_Pancheria_brunhesii,Absent
Cunoniaceae_Pancheria_phylliraeoides,Absent
Cunoniaceae_Caldcluvia_paniculata,Absent
Cunoniaceae_Weinmannia_raiateensis,Absent
Cunoniaceae_Weinmannia_vescoi,Absent
Cunoniaceae_Weinmannia_racemosa,Absent
Cunoniaceae_Weinmannia_samoensis,Absent
Cunoniaceae_Weinmannia_parviflora,Absent
Cunoniaceae_Weinmannia_sp,Absent
Cunoniaceae_Weinmannia_dichotoma,Absent
Cunoniaceae_Weinmannia_serrata,Absent
Cunoniaceae_Weinmannia_silvicola,Absent
Cunoniaceae_Leiospermum_racemosum,Absent
Cunoniaceae_Caldcluvia_rosifolia,Absent
Cunoniaceae_Weinmannia_vitiensis,Absent
Cunoniaceae_Weinmannia_fraxinea,Absent
Cunoniaceae_Weinmannia_richii,Absent
Cunoniaceae_Weinmannia_clemensiae,Absent
Cunoniaceae_Weinmannia_hooglandii,Absent
Cunoniaceae_Weinmannia_karsteniana,Absent
Cunoniaceae_Weinmannia_ovata,Absent
Cunoniaceae_Weinmannia_auriculata,Absent
Cunoniaceae_Weinmannia_trichosperma,Absent
Cunoniaceae_Weinmannia_bangii,Absent
Cunoniaceae_Weinmannia_tomentosa,Absent
Cunoniaceae_Pullea_glabra,Absent
Cunoniaceae_Pullea_stutzeri,Absent
Cunoniaceae_Vesselowskya_rubifolia,Absent
Elaeocarpaceae_Sloanea_berteroana,Absent
Elaeocarpaceae_Sloanea_guianensis,Absent
Elaeocarpaceae_Sloanea_faginea,Absent
Elaeocarpaceae_Sloanea_terniflora,Absent
Elaeocarpaceae_Sloanea_sinensis,Absent
Elaeocarpaceae_Elaeocarpus_chinensis,Absent
Elaeocarpaceae_Sloanea_sogerensis,Absent
Elaeocarpaceae_Sloanea_formosana,Absent
Elaeocarpaceae_Sloanea_latifolia,Absent
Elaeocarpaceae_Aristotelia_chilensis,Absent
Elaeocarpaceae_Aristotelia_serrata,Absent
Elaeocarpaceae_Tetratheca_paynterae,Absent
Elaeocarpaceae_Tetratheca_aphylla,Absent
Elaeocarpaceae_Tetratheca_nephelioides,Absent
Elaeocarpaceae_Tetratheca_harperi,Absent
Elaeocarpaceae_Vallea_stipularis,Absent
Elaeocarpaceae_Elaeocarpus_hainanensis,Absent
Elaeocarpaceae_Elaeocarpus_hookerianus,Absent
Elaeocarpaceae_Elaeocarpus_serratus,Absent
Elaeocarpaceae_Elaeocarpus_angustifolius,Absent
Elaeocarpaceae_Elaeocarpus_glabripetalus,Absent
Elaeocarpaceae_Crinodendron_patagua,Absent
Elaeocarpaceae_Crinodendron_hookerianum,Absent
Elaeocarpaceae_Aceratium_oppositifolium,Absent
Elaeocarpaceae_Aceratium_ferrugineum,Absent
Elaeocarpaceae_Elaeocarpus_apiculatus,Absent
Elaeocarpaceae_Elaeocarpus_grandis,Absent
Elaeocarpaceae_Elaeocarpus_sphaericus,Absent
Elaeocarpaceae_Elaeocarpus_obovatus,Absent
Elaeocarpaceae_Elaeocarpus_nitentifolius,Absent
Elaeocarpaceae_Elaeocarpus_japonicus,Absent
Elaeocarpaceae_Elaeocarpus_sylvestris,Absent
Elaeocarpaceae_Elaeocarpus_largiflorens,Absent
Elaeocarpaceae_Elaeocarpus_sericopetalus,Absent
Elaeocarpaceae_Elaeocarpus_balansae,Absent
Elaeocarpaceae_Elaeocarpus_reticulatus,Absent
Elaeocarpaceae_Elaeocarpus_decipiens,Absent
Elaeocarpaceae_Elaeocarpus_braceanus,Absent
Elaeocarpaceae_Elaeocarpus_undulatus,Absent
Elaeocarpaceae_Elaeocarpus_miegei,Absent
Elaeocarpaceae_Elaeocarpus_amplifolius,Absent
Elaeocarpaceae_Platytheca_verticillata,Absent
Lepidobotryaceae_Lepidobotrys_staudtii,Absent
Lepidobotryaceae_Ruptiliocarpon_caracolito,Absent
Celastraceae_Mortonia_scabrella,Absent
Celastraceae_Mortonia_hidalgensis,Absent
Celastraceae_Mortonia_diffusa,Absent
Celastraceae_Monimopetalum_chinense,Absent
Celastraceae_Salacia_sessiliflora,Absent
Celastraceae_Siphonodon_celastrineus,Absent
Celastraceae_Siphonodon_pendulus,Absent
Celastraceae_Siphonodon_membranaceus,Absent
Celastraceae_Siphonodon_australis,Absent
Celastraceae_Denhamia_celastroides,Absent
Celastraceae_Hedraianthera_porphyropetala,Absent
Celastraceae_Brassiantha_hedraiantheroides,Absent
Celastraceae_Psammomoya_choretroides,Absent
Celastraceae_Macgregoria_racemigera,Absent
Celastraceae_Stackhousia_linariifolia,Absent
Celastraceae_Stackhousia_occidentalis,Absent
Celastraceae_Stackhousia_virgata,Absent
Celastraceae_Stackhousia_intermedia,Absent
Celastraceae_Stackhousia_sp,Absent
Celastraceae_Stackhousia_clementii,Absent
Celastraceae_Stackhousia_aspericocca,Absent
Celastraceae_Stackhousia_muricata,Absent
Celastraceae_Stackhousia_tryonii,Absent
Celastraceae_Stackhousia_viminea,Absent
Celastraceae_Stackhousia_minima,Absent
Celastraceae_Tripterococcus_brunonis,Absent
Celastraceae_Tripterococcus_sp,Absent
Celastraceae_Euonymus_globularis,Absent
Celastraceae_Crossopetalum_uragoga,Absent
Celastraceae_Crossopetalum_rhacoma,Absent
Celastraceae_Crossopetalum_eucymosum,Absent
Celastraceae_Crossopetalum_gaumeri,Absent
Celastraceae_Crossopetalum_decussatum,Absent
Celastraceae_Crossopetalum_ilicifolium,Absent
Celastraceae_Crossopetalum_parviflorum,Absent
Celastraceae_Crossopetalum_managuatillo,Absent
Celastraceae_Paxistima_canbyi,Absent
Celastraceae_Wimmeria_concolor,Absent
Celastraceae_Wimmeria_bartlettii,Absent
Celastraceae_Wimmeria_persicifolia,Absent
Celastraceae_Canotia_wendtii,Absent
Celastraceae_Acanthothamnus_aphyllus,Absent
Celastraceae_Euonymus_australianus,Absent
Celastraceae_Euonymus_bockii,Absent
Celastraceae_Euonymus_chui,Absent
Celastraceae_Euonymus_acanthocarpus,Absent
Celastraceae_Euonymus_balansae,Absent
Celastraceae_Euonymus_wilsonii,Absent
Celastraceae_Euonymus_echinatus,Absent
Celastraceae_Euonymus_chenmoui,Absent
Celastraceae_Euonymus_verrucosoides,Absent
Celastraceae_Euonymus_verrucosus,Absent
Celastraceae_Euonymus_microcarpus,Absent
Celastraceae_Euonymus_grandiflorus,Absent
Celastraceae_Euonymus_latifolius,Absent
Celastraceae_Euonymus_vagans,Absent
Celastraceae_Euonymus_glaber,Absent
Celastraceae_Euonymus_japonicus,Absent
Celastraceae_Euonymus_fortunei,Absent
Celastraceae_Euonymus_carnosus,Absent
Celastraceae_Euonymus_alatus,Absent
Celastraceae_Euonymus_melananthus,Absent
Celastraceae_Euonymus_dielsianus,Absent
Celastraceae_Euonymus_centidens,Absent
Celastraceae_Euonymus_theacolus,Absent
Celastraceae_Euonymus_nanus,Absent
Celastraceae_Euonymus_laxiflorus,Absent
Celastraceae_Euonymus_dolichopus,Absent
Celastraceae_Euonymus_nanoides,Absent
Celastraceae_Euonymus_viburnoides,Absent
Celastraceae_Euonymus_lichiangensis,Absent
Celastraceae_Euonymus_europaeus,Absent
Celastraceae_Euonymus_maackii,Absent
Celastraceae_Euonymus_hamiltonianus,Absent
Celastraceae_Euonymus_sachalinensis,Absent
Celastraceae_Euonymus_phellomanus,Absent
Celastraceae_Euonymus_semenovii,Absent
Celastraceae_Euonymus_americanus,Absent
Celastraceae_Euonymus_myrianthus,Absent
Celastraceae_Euonymus_nitidus,Absent
Celastraceae_Euonymus_gracillimus,Absent
Celastraceae_Glyptopetalum_sp,Absent
Celastraceae_Euonymus_pallidifolius,Absent
Celastraceae_Glyptopetalum_continentale,Absent
Celastraceae_Glyptopetalum_rhytidophyllum,Absent
Celastraceae_Euonymus_frigidus,Absent
Celastraceae_Euonymus_macropterus,Absent
Celastraceae_Euonymus_giraldii,Absent
Celastraceae_Euonymus_sanguineus,Absent
Celastraceae_Euonymus_sp,Absent
Celastraceae_Euonymus_cornutus,Absent
Celastraceae_Euonymus_oxyphyllus,Absent
Celastraceae_Euonymus_fimbriatus,Absent
Celastraceae_Euonymus_tingens,Absent
Celastraceae_Schaefferia_argentinensis,Absent
Celastraceae_Schaefferia_pilosa,Absent
Celastraceae_Schaefferia_cuneifolia,Absent
Celastraceae_Schaefferia_stenophylla,Absent
Celastraceae_Schaefferia_shrevei,Absent
Celastraceae_Schaefferia_frutescens,Absent
Celastraceae_Rzedowskia_tolantonguensis,Absent
Celastraceae_Orthosphenia_mexicana,Absent
Celastraceae_Gyminda_tonduzii,Absent
Celastraceae_Maytenus_sp,Absent
Celastraceae_Tripterygium_hypoglaucum,Absent
Celastraceae_Celastrus_angulatus,Absent
Celastraceae_Celastrus_flagellaris,Absent
Celastraceae_Celastrus_scandens,Absent
Celastraceae_Celastrus_orbiculatus,Absent
Celastraceae_Celastrus_rosthornianus,Absent
Celastraceae_Tripterygium_regelii,Absent
Celastraceae_Tripterygium_wilfordii,Absent
Celastraceae_Pseudosalacia_streyi,Absent
Celastraceae_Robsonodendron_eucleiforme,Absent
Celastraceae_Maytenus_peduncularis,Absent
Celastraceae_Mystroxylon_aethiopicum,Absent
Celastraceae_Maytenus_ficiformis,Absent
Celastraceae_Maytenus_procumbens,Absent
Celastraceae_Maytenus_oleosa,Absent
Celastraceae_Salaciopsis_glomerata,Absent
Celastraceae_Gymnosporia_mossambicensis,Absent
Celastraceae_Maytenus_austroyunnanensis,Absent
Celastraceae_Allocassine_laurifolia,Absent
Celastraceae_Lauridia_reticulata,Absent
Celastraceae_Cassine_peragua,Absent
Celastraceae_Cassine_schinoides,Absent
Celastraceae_Lauridia_tetragona,Absent
Celastraceae_Robsonodendron_maritimum,Absent
Celastraceae_Gymnosporia_heterophylla,Absent
Celastraceae_Gymnosporia_putterlickioides,Absent
Celastraceae_Gymnosporia_capitata,Absent
Celastraceae_Gymnosporia_maranguensis,Absent
Celastraceae_Maytenus_undata,Absent
Celastraceae_Catha_edulis,Absent
Celastraceae_Maurocenia_frangula,Absent
Celastraceae_Maytenus_hookeri,Absent
Celastraceae_Putterlickia_verrucosa,Absent
Celastraceae_Gloveria_integrifolia,Absent
Celastraceae_Putterlickia_pyracantha,Absent
Celastraceae_Gymnosporia_pubescens,Absent
Celastraceae_Gymnosporia_oxycarpa,Absent
Celastraceae_Gymnosporia_buxifolia,Absent
Celastraceae_Gymnosporia_senegalensis,Absent
Celastraceae_Gymnosporia_arbutifolia,Absent
Celastraceae_Lydenburgia_cassinoides,Absent
Celastraceae_Lydenburgia_abbottii,Absent
Celastraceae_Gymnosporia_littoralis,Absent
Celastraceae_Gymnosporia_wallichiana,Absent
Celastraceae_Gymnosporia_crenata,Absent
Celastraceae_Maytenus_pertinax,Absent
Celastraceae_Gymnosporia_palauica,Absent
Celastraceae_Plenckia_populnea,Absent
Celastraceae_Fraunhofera_multiflora,Absent
Celastraceae_Maytenus_robusta,Absent
Celastraceae_Maytenus_distichophylla,Absent
Celastraceae_Maytenus_oblongata,Absent
Celastraceae_Maytenus_evonymoides,Absent
Celastraceae_Maytenus_segoviarum,Absent
Celastraceae_Maytenus_schippii,Absent
Celastraceae_Maytenus_salicifolia,Absent
Celastraceae_Maytenus_ilicifolia,Absent
Celastraceae_Maytenus_domingensis,Absent
Celastraceae_Maytenus_elongata,Absent
Celastraceae_Maytenus_elliptica,Absent
Celastraceae_Maytenus_aquifolium,Absent
Celastraceae_Maytenus_magellanica,Absent
Celastraceae_Maytenus_woodsonii,Absent
Celastraceae_Maytenus_verticillata,Absent
Celastraceae_Brexia_madagascariensis,Absent
Celastraceae_Pleurostylia_wightii,Absent
Celastraceae_Elaeodendron_matabelicum,Absent
Celastraceae_Elaeodendron_xylocarpum,Absent
Celastraceae_Elaeodendron_pininsulare,Absent
Celastraceae_Elaeodendron_curtipendulum,Absent
Celastraceae_Elaeodendron_australe,Absent
Celastraceae_Elaeodendron_melanocarpum,Absent
Celastraceae_Elaeodendron_cunninghamii,Absent
Celastraceae_Elaeodendron_transvaalense,Absent
Celastraceae_Elaeodendron_vitiense,Absent
Celastraceae_Elaeodendron_orientale,Absent
Celastraceae_Hartogiopsis_trilobocarpa,Absent
Celastraceae_Pleurostylia_leucocarpa,Absent
Celastraceae_Pleurostylia_opposita,Absent
Celastraceae_Pleurostylia_capensis,Absent
Celastraceae_Euonymus_pleurostylioides,Absent
Celastraceae_Prionostemma_fimbriata,Absent
Celastraceae_Pristimera_malifolia,Absent
Celastraceae_Pristimera_verrucosa,Absent
Celastraceae_Pristimera_nervosa,Absent
Celastraceae_Pristimera_andina,Absent
Celastraceae_Pristimera_tenuiflora,Absent
Celastraceae_Pristimera_celastroides,Absent
Celastraceae_Pristimera_longipetiolata,Absent
Celastraceae_Simirestis_goetzei,Absent
Celastraceae_Hippocratea_volubilis,Absent
Celastraceae_Pristimera_preussii,Absent
Celastraceae_Cuervea_isangiensis,Absent
Celastraceae_Campylostemon_angolense,Absent
Celastraceae_Loeseneriella_crenata,Absent
Celastraceae_Loeseneriella_africana,Absent
Celastraceae_Elachyptera_floribunda,Absent
Celastraceae_Simicratea_welwitschii,Absent
Celastraceae_Reissantia_angustipetala,Absent
Celastraceae_Reissantia_parviflora,Absent
Celastraceae_Reissantia_buchananii,Absent
Celastraceae_Hylenaea_comosa,Absent
Celastraceae_Hylenaea_praecelsa,Absent
Celastraceae_Apodostigma_pallens,Absent
Celastraceae_Pristimera_andongensis,Absent
Celastraceae_Loeseneriella_rowlandii,Absent
Celastraceae_Helictonema_velutinum,Absent
Celastraceae_Cuervea_kappleriana,Absent
Celastraceae_Anthodon_decussatum,Absent
Celastraceae_Loeseneriella_urceolus,Absent
Celastraceae_Elachyptera_minimiflora,Absent
Celastraceae_Elachyptera_holtzii,Absent
Celastraceae_Prionostemma_asperum,Absent
Celastraceae_Tristemonanthus_nigrisilvae,Absent
Celastraceae_Semialarium_mexicanum,Absent
Celastraceae_Loeseneriella_barbata,Absent
Celastraceae_Plagiopteron_suaveolens,Absent
Celastraceae_Lophopetalum_wightianum,Absent
Celastraceae_Salacia_krigsneri,Absent
Celastraceae_Salacia_grandifolia,Absent
Celastraceae_Salacia_impressifolia,Absent
Celastraceae_Salacia_chinensis,Absent
Celastraceae_Salacia_beddomei,Absent
Celastraceae_Salacia_fruticosa,Absent
Celastraceae_Salacia_macrosperma,Absent
Celastraceae_Salacia_oblonga,Absent
Celastraceae_Salacia_undulata,Absent
Celastraceae_Salacia_petenensis,Absent
Celastraceae_Salacia_pallescens,Absent
Celastraceae_Salacia_kraussii,Absent
Celastraceae_Salacia_lehmbachii,Absent
Celastraceae_Canotia_holacantha,Absent
Celastraceae_Lepuropetalon_spathulatum,Absent
Celastraceae_Parnassia_faberi,Absent
Celastraceae_Parnassia_esquirolii,Absent
Celastraceae_Parnassia_palustris,Absent
Celastraceae_Parnassia_fimbriata,Absent
Celastraceae_Parnassia_kotzebuei,Absent
Celastraceae_Parnassia_asarifolia,Absent
Celastraceae_Parnassia_grandifolia,Absent
Celastraceae_Parnassia_lutea,Absent
Celastraceae_Parnassia_laxmannii,Absent
Celastraceae_Parnassia_tenella,Absent
Celastraceae_Parnassia_foliosa,Absent
Celastraceae_Parnassia_farreri,Absent
Celastraceae_Parnassia_noemiae,Absent
Celastraceae_Parnassia_epunctulata,Absent
Celastraceae_Parnassia_perciliata,Absent
Celastraceae_Parnassia_guilinensis,Absent
Celastraceae_Parnassia_longipetala,Absent
Celastraceae_Parnassia_venusta,Absent
Celastraceae_Parnassia_deqenensis,Absent
Celastraceae_Parnassia_delavayi,Absent
Celastraceae_Parnassia_brevistyla,Absent
Celastraceae_Parnassia_leptophylla,Absent
Celastraceae_Parnassia_yunnanensis,Absent
Celastraceae_Parnassia_cacuminum,Absent
Celastraceae_Parnassia_chinensis,Absent
Celastraceae_Parnassia_submysorensis,Absent
Celastraceae_Parnassia_mysorensis,Absent
Celastraceae_Parnassia_kangdingensis,Absent
Celastraceae_Parnassia_dilatata,Absent
Celastraceae_Parnassia_wightiana,Absent
Celastraceae_Parnassia_nubicola,Absent
Celastraceae_Parnassia_trinervis,Absent
Celastraceae_Parnassia_viridiflora,Absent
Celastraceae_Microtropis_fokienensis,Absent
Celastraceae_Microtropis_triflora,Absent
Celastraceae_Microtropis_discolor,Absent
Celastraceae_Microtropis_tetragona,Absent
Celastraceae_Quetzalia_stipitata,Absent
Celastraceae_Quetzalia_schiedeana,Absent
Celastraceae_Zinowiewia_matudae,Absent
Celastraceae_Zinowiewia_rubra,Absent
Celastraceae_Zinowiewia_costaricensis,Absent
Malpighiaceae_Pterandra_arborea,Absent
Malpighiaceae_Acmanthera_latifolia,Absent
Malpighiaceae_Diacidia_ferruginea,Absent
Malpighiaceae_Diacidia_galphimioides,Absent
Malpighiaceae_Blepharandra_heteropetala,Absent
Malpighiaceae_Blepharandra_fimbriata,Absent
Malpighiaceae_Blepharandra_hypoleuca,Absent
Malpighiaceae_Byrsonima_vacciniifolia,Absent
Malpighiaceae_Byrsonima_gardneriana,Absent
Malpighiaceae_Byrsonima_duckeana,Absent
Malpighiaceae_Byrsonima_spicata,Absent
Malpighiaceae_Byrsonima_basiloba,Absent
Malpighiaceae_Byrsonima_crispa,Absent
Malpighiaceae_Byrsonima_coccolobifolia,Absent
Malpighiaceae_Byrsonima_morii,Absent
Malpighiaceae_Byrsonima_macrophylla,Absent
Malpighiaceae_Byrsonima_crassifolia,Absent
Malpighiaceae_Byrsonima_triopterifolia,Absent
Malpighiaceae_Byrsonima_wadsworthii,Absent
Malpighiaceae_Byrsonima_lucida,Absent
Malpighiaceae_Coleostachys_genipifolia,Absent
Malpighiaceae_Spachea_correae,Absent
Malpighiaceae_Spachea_membranacea,Absent
Malpighiaceae_Spachea_elegans,Absent
Malpighiaceae_Galphimia_multicaulis,Absent
Malpighiaceae_Galphimia_mirandae,Absent
Malpighiaceae_Galphimia_speciosa,Absent
Malpighiaceae_Galphimia_brasiliensis,Absent
Malpighiaceae_Galphimia_gracilis,Absent
Malpighiaceae_Galphimia_glauca,Absent
Malpighiaceae_Verrucularia_glaucophylla,Absent
Malpighiaceae_Lophanthera_hammelii,Absent
Malpighiaceae_Lophanthera_longifolia,Absent
Malpighiaceae_Lophanthera_pendula,Absent
Malpighiaceae_Lophanthera_lactescens,Absent
Malpighiaceae_Brachylophon_curtisii,Absent
