tip,states
FMN_P108_WG05,Absent
FMN_P108_WG06,Absent
FMN_P108_WG07,Absent
FMN_P108_WG08,Absent
FMN_P108_WG09,Absent
FMN_P108_WG10,Absent
FMN_P108_WG11,Absent
FMN_P108_WG12,Absent
FMN_P108_WH01,Absent
FMN_P108_WH02,Absent
FMN_P108_WH03,Absent
FMN_P108_WH06,Absent
FMN_P108_WH07,Absent
FMN_P108_WH08,Absent
FMN_P108_WH09,Absent
FMN_P108_WH10,Absent
FMN_P108_WH11,Absent
FMN_P108_WH12,Absent
FMN_P109_WA01,Absent
FMN_P109_WA03,Absent
FMN_P109_WA04,Absent
FMN_P109_WA05,Absent
FMN_P109_WA06,Absent
FMN_P109_WA07,Absent
FMN_P109_WA08,Absent
FMN_P109_WA09,Absent
FMN_P109_WA10,Absent
FMN_P109_WA11,Absent
FMN_P109_WA12,Absent
FMN_P109_WB01,Absent
FMN_P109_WB02,Absent
FMN_P109_WB03,Absent
FMN_P109_WB04,Absent
FMN_P109_WB06,Absent
FMN_P109_WB07,Absent
FMN_P109_WB08,Absent
FMN_P109_WB09,Absent
FMN_P109_WB10,Absent
FMN_P109_WB11,Absent
FMN_P109_WB12,Absent
FMN_P109_WC01,Absent
FMN_P109_WC02,Absent
FMN_P109_WC03,Absent
FMN_P109_WC04,Absent
FMN_P109_WC05,Absent
FMN_P109_WC06,Absent
FMN_P109_WC07,Absent
FMN_P109_WC08,Absent
FMN_P109_WC09,Absent
FMN_P109_WC10,Absent
FMN_P109_WC11,Absent
FMN_P109_WC12,Absent
FMN_P109_WD01,Absent
FMN_P109_WD02,Absent
FMN_P109_WD03,Absent
FMN_P109_WD04,Absent
FMN_P109_WD05,Absent
FMN_P109_WD07,Absent
FMN_P109_WD08,Absent
FMN_P109_WD09,Absent
FMN_P109_WD10,Absent
FMN_P109_WD11,Absent
FMN_P109_WD12,Absent
FMN_P109_WE01,Absent
FMN_P109_WE02,Absent
FMN_P109_WE03,Absent
FMN_P109_WE04,Absent
FMN_P109_WE05,Absent
FMN_P109_WE06,Absent
FMN_P109_WE07,Absent
FMN_P109_WE09,Absent
FMN_P109_WE10,Absent
FMN_P109_WE11,Absent
FMN_P109_WE12,Absent
FMN_P109_WF01,Absent
FMN_P109_WF02,Absent
FMN_P109_WF03,Absent
FMN_P109_WF04,Absent
FMN_P109_WF06,Absent
FMN_P109_WF07,Absent
FMN_P109_WF08,Absent
FMN_P109_WF09,Absent
FMN_P109_WF10,Absent
FMN_P109_WF11,Absent
FMN_P109_WF12,Absent
FMN_P109_WG01,Absent
FMN_P109_WG02,Absent
FMN_P109_WG03,Absent
FMN_P109_WG04,Absent
FMN_P109_WG05,Absent
FMN_P109_WG06,Absent
FMN_P109_WG07,Absent
FMN_P109_WG08,Absent
FMN_P109_WG09,Absent
FMN_P109_WG10,Absent
FMN_P109_WG11,Absent
FMN_P109_WG12,Absent
FMN_P109_WH01,Absent
FMN_P109_WH02,Absent
FMN_P109_WH03,Absent
FMN_P109_WH05,Absent
FMN_P109_WH06,Absent
FMN_P109_WH07,Absent
FMN_P109_WH08,Absent
FMN_P109_WH09,Absent
FMN_P109_WH10,Absent
FMN_P109_WH12,Absent
FMN_P110_WA03,Absent
FMN_P110_WA04,Absent
FMN_P110_WA05,Absent
FMN_P110_WA06,Absent
FMN_P110_WA07,Absent
FMN_P110_WA09,Absent
FMN_P110_WA10,Absent
FMN_P110_WA11,Absent
FMN_P110_WA12,Absent
FMN_P110_WB01,Absent
FMN_P110_WB02,Absent
FMN_P110_WB03,Absent
FMN_P110_WB04,Absent
FMN_P110_WB05,Absent
FMN_P110_WB06,Absent
FMN_P110_WB07,Absent
FMN_P110_WB08,Absent
FMN_P110_WB09,Absent
FMN_P110_WB10,Absent
FMN_P110_WB11,Absent
FMN_P110_WC01,Absent
FMN_P110_WC02,Absent
FMN_P110_WC03,Absent
FMN_P110_WC04,Absent
FMN_P110_WC05,Absent
FMN_P110_WC06,Absent
FMN_P110_WC07,Absent
FMN_P110_WC08,Absent
FMN_P110_WC09,Absent
FMN_P110_WC10,Present
FMN_P110_WC11,Present
FMN_P110_WC12,Absent
FMN_P110_WD01,Absent
FMN_P110_WD02,Absent
FMN_P110_WD03,Absent
FMN_P110_WD04,Absent
FMN_P110_WD05,Absent
FMN_P110_WD06,Absent
FMN_P110_WD07,Absent
FMN_P110_WD09,Absent
FMN_P110_WD10,Absent
FMN_P110_WD11,Absent
FMN_P110_WD12,Absent
FMN_P110_WE01,Absent
FMN_P110_WE02,Absent
FMN_P110_WE03,Absent
FMN_P110_WE04,Present
FMN_P110_WE06,Absent
FMN_P110_WE07,Present
FMN_P110_WE08,Absent
FMN_P110_WE09,Present
FMN_P110_WE10,Absent
FMN_P110_WE11,Absent
FMN_P110_WE12,Absent
FMN_P110_WF01,Absent
FMN_P110_WF02,Absent
FMN_P110_WF03,Absent
FMN_P110_WF04,Absent
FMN_P110_WF05,Absent
FMN_P110_WF06,Absent
FMN_P110_WF07,Absent
FMN_P110_WF08,Absent
FMN_P110_WF09,Absent
FMN_P110_WF10,Absent
FMN_P110_WF11,Absent
FMN_P110_WF12,Absent
FMN_P110_WG01,Present
FMN_P110_WG03,Absent
FMN_P110_WG04,Absent
FMN_P110_WG05,Absent
FMN_P110_WG06,Absent
FMN_P110_WG07,Present
FMN_P110_WG08,Present
FMN_P110_WG09,Absent
FMN_P110_WG10,Absent
FMN_P110_WG11,Present
FMN_P110_WG12,Absent
FMN_P110_WH02,Absent
FMN_P110_WH03,Present
FMN_P110_WH04,Present
FMN_P110_WH05,Present
FMN_P110_WH10,Present
FMN_P110_WH11,Present
FMN_P111_WA01,Absent
FMN_P111_WA02,Present
FMN_P111_WA03,Present
FMN_P111_WA04,Present
FMN_P111_WA05,Absent
FMN_P111_WA06,Present
FMN_P111_WA07,Present
FMN_P111_WA08,Present
FMN_P111_WA10,Present
FMN_P111_WA11,Present
FMN_P111_WA12,Present
FMN_P111_WB01,Absent
FMN_P111_WB02,Present
FMN_P111_WB03,Present
FMN_P111_WB06,Present
FMN_P111_WB07,Absent
FMN_P111_WB08,Absent
FMN_P111_WB09,Present
FMN_P111_WB10,Present
FMN_P111_WB11,Present
FMN_P111_WB12,Present
FMN_P111_WC01,Present
FMN_P111_WC02,Present
FMN_P111_WC03,Present
FMN_P111_WC04,Absent
FMN_P111_WC06,Absent
FMN_P111_WC07,Absent
FMN_P111_WC08,Absent
FMN_P111_WC09,Absent
FMN_P111_WC10,Absent
FMN_P111_WD01,Present
FMN_P111_WD02,Present
FMN_P111_WD03,Present
FMN_P111_WD04,Absent
FMN_P111_WD05,Absent
FMN_P111_WD06,Present
FMN_P111_WD07,Present
FMN_P111_WD08,Present
FMN_P111_WD09,Present
FMN_P111_WD11,Present
FMN_P111_WD12,Present
FMN_P111_WE01,Present
FMN_P111_WE04,Present
FMN_P111_WE06,Present
FMN_P111_WE07,Present
FMN_P111_WE08,Present
FMN_P111_WE09,Present
FMN_P111_WE10,Present
FMN_P111_WE11,Present
FMN_P111_WE12,Present
FMN_P111_WF01,Present
FMN_P111_WF02,Present
FMN_P111_WF03,Present
FMN_P111_WF04,Present
FMN_P111_WF08,Absent
FMN_P111_WF09,Present
FMN_P111_WF10,Present
FMN_P111_WF11,Present
FMN_P111_WF12,Present
FMN_P111_WG01,Present
FMN_P111_WG02,Present
FMN_P111_WG03,Present
FMN_P111_WG04,Present
FMN_P111_WG05,Absent
FMN_P111_WG06,Absent
FMN_P111_WG07,Present
FMN_P111_WG08,Present
FMN_P111_WG09,Absent
FMN_P111_WG11,Absent
FMN_P111_WG12,Present
FMN_P111_WH01,Present
FMN_P111_WH02,Present
FMN_P111_WH03,Present
FMN_P111_WH04,Present
FMN_P111_WH05,Present
FMN_P111_WH06,Present
FMN_P111_WH07,Present
FMN_P111_WH08,Absent
FMN_P111_WH11,Present
FMN_P112_WA02,Present
FMN_P112_WA03,Present
FMN_P112_WA06,Absent
FMN_P112_WA07,Present
FMN_P112_WA08,Present
FMN_P112_WA09,Absent
FMN_P112_WA10,Present
FMN_P112_WA11,Present
FMN_P112_WA12,Present
FMN_P112_WB01,Present
FMN_P112_WB02,Absent
FMN_P112_WB03,Absent
FMN_P112_WB04,Absent
FMN_P112_WB06,Absent
FMN_P112_WB07,Absent
FMN_P112_WB08,Present
FMN_P112_WB09,Present
FMN_P112_WB11,Absent
FMN_P112_WB12,Present
FMN_P112_WC01,Present
FMN_P112_WC02,Absent
FMN_P112_WC03,Absent
FMN_P112_WC04,Present
FMN_P112_WC05,Present
FMN_P112_WC06,Present
FMN_P112_WC07,Absent
FMN_P112_WC08,Present
FMN_P112_WC09,Present
FMN_P112_WC10,Present
FMN_P112_WC11,Absent
FMN_P112_WC12,Present
FMN_P112_WD01,Present
FMN_P112_WD02,Absent
FMN_P112_WD03,Present
FMN_P112_WD04,Present
FMN_P112_WD05,Present
FMN_P112_WD08,Absent
FMN_P112_WD09,Present
FMN_P112_WD10,Present
FMN_P112_WD11,Absent
FMN_P112_WD12,Present
FMN_P112_WE01,Present
FMN_P112_WE02,Present
FMN_P112_WE03,Present
FMN_P112_WE05,Absent
FMN_P112_WE06,Absent
FMN_P112_WE08,Present
FMN_P112_WE09,Present
FMN_P112_WE11,Present
FMN_P112_WE12,Absent
FMN_P112_WF01,Present
FMN_P112_WF02,Present
FMN_P112_WF03,Absent
FMN_P112_WF04,Present
FMN_P112_WF05,Present
FMN_P112_WF06,Present
FMN_P112_WF07,Present
FMN_P112_WF08,Absent
FMN_P112_WF09,Present
FMN_P112_WF10,Present
FMN_P112_WF11,Absent
FMN_P112_WF12,Absent
FMN_P112_WG02,Present
FMN_P112_WG03,Absent
FMN_P112_WG04,Present
FMN_P112_WG05,Absent
FMN_P112_WG06,Absent
FMN_P112_WG07,Absent
FMN_P112_WG08,Present
FMN_P112_WG09,Present
FMN_P112_WG10,Present
FMN_P112_WG11,Absent
FMN_P112_WG12,Absent
FMN_P112_WH01,Absent
FMN_P112_WH02,Absent
FMN_P112_WH03,Absent
FMN_P112_WH04,Absent
FMN_P112_WH05,Absent
FMN_P112_WH07,Absent
FMN_P112_WH08,Present
FMN_P112_WH09,Present
FMN_P112_WH10,Present
FMN_P112_WH12,Present
FMN_P113_WA01,Present
FMN_P113_WA05,Present
FMN_P113_WA06,Present
FMN_P113_WA07,Present
FMN_P113_WA08,Absent
FMN_P113_WA09,Absent
FMN_P113_WA10,Absent
FMN_P113_WA11,Present
FMN_P113_WA12,Absent
FMN_P113_WB01,Present
FMN_P113_WB02,Absent
FMN_P113_WB03,Present
FMN_P113_WB05,Present
FMN_P113_WB06,Present
FMN_P113_WB07,Present
FMN_P113_WB08,Present
FMN_P113_WB09,Present
FMN_P113_WB10,Present
FMN_P113_WB11,Present
FMN_P113_WB12,Present
FMN_P113_WC01,Present
FMN_P113_WC02,Present
FMN_P113_WC03,Absent
FMN_P113_WC04,Present
FMN_P113_WC06,Present
FMN_P113_WC08,Present
FMN_P113_WC09,Absent
FMN_P113_WC12,Absent
FMN_P113_WD01,Absent
FMN_P113_WD02,Absent
FMN_P113_WD03,Present
FMN_P113_WD04,Present
FMN_P113_WD05,Absent
FMN_P113_WD06,Present
FMN_P113_WD08,Absent
FMN_P113_WD09,Present
FMN_P113_WD10,Absent
FMN_P113_WD11,Absent
FMN_P113_WD12,Present
FMN_P113_WE01,Present
FMN_P113_WE02,Present
FMN_P113_WE03,Present
FMN_P113_WE04,Present
FMN_P113_WE05,Absent
FMN_P113_WE06,Present
FMN_P113_WE07,Present
FMN_P113_WE08,Present
FMN_P113_WE09,Absent
FMN_P113_WE11,Present
FMN_P113_WE12,Present
FMN_P113_WF01,Present
FMN_P113_WF02,Present
FMN_P113_WF03,Present
FMN_P113_WF04,Absent
FMN_P113_WF05,Absent
FMN_P113_WF06,Present
FMN_P113_WF07,Present
FMN_P113_WF08,Present
FMN_P113_WF09,Present
FMN_P113_WF10,Present
FMN_P113_WF11,Present
FMN_P113_WG02,Absent
FMN_P113_WG03,Absent
FMN_P113_WG05,Present
FMN_P113_WG06,Present
FMN_P113_WG08,Present
FMN_P113_WG09,Present
FMN_P113_WG10,Present
FMN_P113_WH01,Present
FMN_P113_WH02,Absent
FMN_P113_WH03,Present
FMN_P113_WH04,Present
FMN_P113_WH05,Present
FMN_P113_WH06,Present
FMN_P113_WH07,Present
FMN_P113_WH08,Absent
FMN_P113_WH09,Present
FMN_P113_WH10,Absent
FMN_P113_WH12,Absent
FMN_P114_WA01,Present
FMN_P114_WA02,Present
FMN_P114_WA03,Present
FMN_P114_WA04,Absent
FMN_P114_WA05,Present
FMN_P114_WA06,Present
FMN_P114_WA08,Absent
FMN_P114_WA09,Absent
FMN_P114_WA10,Absent
FMN_P114_WA11,Present
FMN_P114_WA12,Present
FMN_P114_WB01,Present
FMN_P114_WB02,Absent
FMN_P114_WB03,Absent
FMN_P114_WB04,Absent
FMN_P114_WB05,Absent
FMN_P114_WB06,Absent
FMN_P114_WB08,Absent
FMN_P114_WB09,Present
FMN_P114_WB10,Absent
FMN_P114_WB12,Present
FMN_P114_WC01,Present
FMN_P114_WC02,Present
FMN_P114_WC04,Present
FMN_P114_WC05,Present
FMN_P114_WC07,Present
FMN_P114_WC08,Present
FMN_P114_WC09,Absent
FMN_P114_WC10,Present
FMN_P114_WC12,Present
FMN_P114_WD01,Present
FMN_P114_WD02,Absent
FMN_P114_WD03,Present
FMN_P114_WD05,Present
FMN_P114_WD06,Present
FMN_P114_WD07,Present
FMN_P114_WD08,Present
FMN_P114_WD09,Present
FMN_P114_WD10,Present
FMN_P114_WD11,Absent
FMN_P114_WD12,Present
FMN_P114_WE02,Present
FMN_P114_WE03,Present
FMN_P114_WE04,Present
FMN_P114_WE05,Present
FMN_P114_WE06,Present
FMN_P114_WE08,Present
FMN_P114_WE09,Present
FMN_P114_WE12,Present
FMN_P114_WF03,Present
FMN_P114_WF04,Present
FMN_P114_WF05,Present
FMN_P114_WF06,Present
FMN_P114_WF07,Present
FMN_P114_WF08,Present
FMN_P114_WF09,Present
FMN_P114_WF10,Present
FMN_P114_WF11,Present
FMN_P114_WF12,Present
FMN_P114_WG02,Present
FMN_P114_WG05,Present
FMN_P114_WG06,Present
FMN_P114_WG07,Present
FMN_P114_WG08,Absent
FMN_P114_WG09,Absent
FMN_P114_WG10,Absent
FMN_P114_WG11,Absent
FMN_P114_WG12,Present
FMN_P114_WH01,Present
FMN_P114_WH02,Present
FMN_P114_WH03,Present
FMN_P114_WH04,Present
FMN_P114_WH05,Present
FMN_P114_WH06,Present
FMN_P114_WH07,Absent
FMN_P114_WH08,Present
FMN_P114_WH10,Present
FMN_P114_WH11,Absent
FMN_P115_WA01,Absent
FMN_P115_WA03,Present
FMN_P115_WA04,Present
FMN_P115_WA05,Present
FMN_P115_WA06,Present
FMN_P115_WA07,Present
FMN_P115_WA08,Present
FMN_P115_WA09,Present
FMN_P115_WA10,Present
FMN_P115_WA11,Present
FMN_P115_WA12,Present
FMN_P115_WB01,Present
FMN_P115_WB02,Absent
FMN_P115_WB03,Present
FMN_P115_WB04,Present
FMN_P115_WB05,Present
FMN_P115_WB06,Absent
FMN_P115_WB07,Absent
FMN_P115_WB08,Absent
FMN_P115_WB09,Present
FMN_P115_WB10,Absent
FMN_P115_WB12,Present
FMN_P115_WC02,Present
FMN_P115_WC04,Present
FMN_P115_WC05,Absent
FMN_P115_WC07,Present
FMN_P115_WC09,Present
FMN_P115_WC11,Present
FMN_P115_WC12,Present
FMN_P115_WD01,Absent
FMN_P115_WD03,Present
FMN_P115_WD04,Absent
FMN_P115_WD05,Absent
FMN_P115_WD06,Present
FMN_P115_WD07,Present
FMN_P115_WD08,Present
FMN_P115_WD09,Present
FMN_P115_WD10,Present
FMN_P115_WD11,Present
FMN_P115_WD12,Absent
FMN_P114_WE01,Absent
FMN_P115_WE02,Absent
FMN_P115_WE04,Present
FMN_P115_WE07,Absent
FMN_P115_WE08,Present
FMN_P115_WE09,Present
FMN_P115_WE10,Present
FMN_P115_WE11,Present
FMN_P115_WF01,Present
FMN_P115_WF02,Present
FMN_P115_WF03,Present
FMN_P115_WF04,Present
FMN_P115_WF05,Present
FMN_P115_WF06,Absent
FMN_P115_WF07,Absent
FMN_P115_WF08,Present
FMN_P115_WF09,Present
FMN_P115_WF10,Absent
FMN_P115_WF11,Present
FMN_P115_WF12,Present
FMN_P115_WG01,Present
FMN_P115_WG03,Present
FMN_P115_WG04,Present
FMN_P115_WG05,Present
FMN_P115_WG06,Present
FMN_P115_WG07,Present
FMN_P115_WG08,Present
FMN_P115_WG09,Absent
FMN_P115_WG10,Present
FMN_P115_WG11,Absent
FMN_P115_WH01,Absent
FMN_P115_WH02,Absent
FMN_P115_WH07,Absent
FMN_P115_WH08,Absent
FMN_P115_WH11,Absent
FMN_P115_WH12,Absent
FMN_P116_WA01,Absent
FMN_P116_WA02,Present
FMN_P116_WA03,Present
FMN_P116_WA05,Present
FMN_P116_WA06,Present
FMN_P116_WA09,Absent
FMN_P116_WA11,Absent
FMN_P116_WA12,Present
FMN_P116_WB02,Present
FMN_P116_WB03,Present
FMN_P116_WB05,Present
FMN_P116_WB06,Present
FMN_P116_WB08,Present
FMN_P116_WB11,Present
FMN_P116_WB12,Present
FMN_P116_WC01,Present
FMN_P116_WC03,Absent
FMN_P116_WC04,Absent
FMN_P116_WC06,Present
FMN_P116_WC08,Present
FMN_P116_WC09,Present
FMN_P116_WC10,Absent
FMN_P116_WC11,Absent
FMN_P116_WD01,Present
FMN_P116_WD02,Present
FMN_P116_WD04,Absent
FMN_P116_WD06,Absent
FMN_P116_WD07,Absent
FMN_P116_WD09,Absent
FMN_P116_WD10,Present
FMN_P116_WD11,Present
FMN_P116_WD12,Present
FMN_P116_WE01,Absent
FMN_P116_WE02,Absent
FMN_P116_WE03,Absent
FMN_P116_WE06,Present
FMN_P116_WE07,Absent
FMN_P116_WE08,Absent
FMN_P116_WE09,Absent
FMN_P116_WE10,Absent
FMN_P116_WE11,Absent
FMN_P116_WF02,Present
FMN_P116_WF05,Present
FMN_P116_WF06,Present
FMN_P116_WF08,Present
FMN_P116_WF09,Present
FMN_P116_WF10,Present
FMN_P116_WF11,Present
FMN_P116_WG01,Present
FMN_P116_WG06,Absent
FMN_P116_WG10,Absent
FMN_P116_WG11,Absent
FMN_P116_WG12,Absent
FMN_P116_WH01,Present
FMN_P116_WH02,Present
FMN_P116_WH03,Present
FMN_P116_WH04,Absent
FMN_P116_WH05,Absent
FMN_P116_WH06,Absent
FMN_P116_WH07,Absent
FMN_P116_WH08,Absent
FMN_P116_WH10,Absent
FMN_P117_WA02,Present
FMN_P117_WA03,Present
FMN_P117_WA04,Present
FMN_P117_WA05,Present
FMN_P117_WA06,Present
FMN_P117_WA07,Present
FMN_P117_WA08,Present
FMN_P117_WA10,Absent
FMN_P117_WA11,Absent
FMN_P117_WA12,Absent
FMN_P117_WB01,Absent
FMN_P117_WB02,Present
FMN_P117_WB03,Absent
FMN_P117_WB06,Absent
FMN_P117_WB07,Absent
FMN_P117_WB08,Absent
FMN_P117_WB09,Absent
FMN_P117_WB10,Absent
FMN_P117_WB11,Absent
FMN_P117_WB12,Absent
FMN_P117_WC01,Absent
FMN_P117_WC02,Absent
FMN_P117_WC04,Present
FMN_P117_WC05,Present
FMN_P117_WC06,Present
FMN_P117_WC08,Present
FMN_P117_WC09,Present
FMN_P117_WC11,Absent
FMN_P117_WC12,Present
FMN_P117_WD01,Present
FMN_P117_WD04,Present
FMN_P117_WD05,Absent
FMN_P117_WD06,Absent
FMN_P117_WD08,Absent
FMN_P117_WD09,Present
FMN_P117_WD10,Present
FMN_P117_WD11,Present
FMN_P117_WD12,Present
FMN_P117_WE01,Present
FMN_P117_WE02,Present
FMN_P117_WE03,Present
FMN_P117_WE04,Present
FMN_P117_WE05,Present
FMN_P117_WE06,Present
FMN_P117_WE07,Present
FMN_P117_WE08,Present
FMN_P117_WE10,Present
FMN_P117_WE11,Present
FMN_P117_WE12,Present
FMN_P117_WF01,Absent
FMN_P117_WF02,Absent
FMN_P117_WF03,Absent
FMN_P117_WF04,Present
FMN_P117_WF05,Absent
FMN_P117_WF06,Present
FMN_P118_WA12,Present
FMN_P118_WB01,Present
FMN_P118_WB02,Present
FMN_P118_WB03,Present
FMN_P118_WB04,Present
FMN_P118_WB05,Present
FMN_P118_WB06,Present
FMN_P118_WF05,Present
FMN_P118_WF11,Present
FMN_P119_WA11,Present
FMN_P119_WE07,Absent
FMN_P119_WE08,Present
FMN_P119_WE09,Absent
FMN_P119_WE10,Absent
FMN_P119_WE11,Absent
FMN_P119_WE12,Absent
FMN_P119_WG10,Present
KIB03_P001_WA01,Present
KIB03_P001_WA02,Present
KIB03_P001_WA03,Present
KIB03_P001_WA04,Present
KIB03_P001_WA06,Absent
KIB03_P001_WA07,Absent
KIB03_P001_WA08,Absent
KIB03_P001_WA09,Absent
KIB03_P001_WA10,Absent
KIB03_P001_WA11,Absent
KIB03_P001_WB01,Absent
KIB03_P001_WB03,Absent
KIB03_P001_WB04,Absent
KIB03_P001_WB05,Absent
KIB03_P001_WB06,Absent
KIB03_P001_WB07,Absent
KIB03_P001_WB08,Absent
KIB03_P001_WB09,Absent
KIB03_P001_WB11,Absent
KIB03_P001_WB12,Absent
KIB03_P001_WC02,Absent
KIB03_P001_WC03,Absent
KIB03_P001_WC04,Absent
KIB03_P001_WC05,Absent
KIB03_P001_WC06,Absent
KIB03_P001_WC07,Absent
KIB03_P001_WC09,Absent
KIB03_P001_WC10,Absent
KIB03_P001_WC11,Absent
KIB03_P001_WC12,Absent
KIB03_P001_WD01,Absent
KIB03_P001_WD02,Absent
KIB03_P001_WD05,Absent
KIB03_P001_WD06,Absent
KIB03_P001_WD07,Absent
KIB03_P001_WD08,Absent
KIB03_P001_WD09,Absent
KIB03_P001_WD10,Absent
KIB03_P001_WD11,Absent
KIB03_P001_WD12,Absent
KIB03_P001_WE01,Absent
KIB03_P001_WE02,Absent
KIB03_P001_WE03,Absent
KIB03_P001_WE04,Absent
KIB03_P001_WE05,Absent
KIB03_P001_WE06,Absent
KIB03_P001_WE07,Absent
KIB03_P001_WE08,Absent
KIB03_P001_WE09,Absent
KIB03_P001_WE12,Absent
KIB03_P001_WF07,Present
KIB03_P001_WF09,Present
KIB03_P001_WF10,Present
KIB03_P001_WF11,Absent
KIB03_P001_WF12,Absent
KIB03_P001_WG01,Absent
KIB03_P001_WG02,Absent
KIB03_P001_WG05,Absent
KIB03_P001_WG06,Absent
KIB03_P001_WG10,Absent
KIB03_P001_WG11,Absent
KIB03_P001_WG12,Absent
KIB03_P001_WH01,Absent
KIB03_P001_WH02,Absent
KIB03_P001_WH04,Present
KIB03_P001_WH08,Present
KIB03_P001_WH09,Absent
KIB03_P001_WH10,Absent
KIB03_P001_WH11,Absent
KIB03_P001_WH12,Absent
KIB03_P002_WA01,Present
KIB03_P002_WA03,Absent
KIB03_P002_WA05,Absent
KIB03_P002_WA10,Absent
KIB03_P002_WA11,Absent
KIB03_P002_WA12,Absent
KIB03_P002_WB03,Absent
KIB03_P002_WB04,Absent
KIB03_P002_WB05,Absent
KIB03_P002_WB06,Absent
KIB03_P002_WB08,Absent
KIB03_P002_WB09,Absent
KIB03_P002_WB10,Absent
KIB03_P002_WC02,Absent
KIB03_P002_WC03,Absent
KIB03_P002_WC04,Absent
KIB03_P002_WC05,Absent
KIB03_P002_WC06,Absent
KIB03_P002_WC07,Absent
KIB03_P002_WC11,Absent
KIB03_P002_WC12,Absent
KIB03_P002_WD01,Absent
KIB03_P002_WD02,Absent
KIB03_P002_WD03,Absent
KIB03_P002_WD04,Absent
KIB03_P002_WD05,Absent
KIB03_P002_WD06,Absent
KIB03_P002_WD07,Present
KIB03_P002_WD08,Present
KIB03_P002_WD09,Absent
KIB03_P002_WD10,Absent
KIB03_P002_WD11,Absent
KIB03_P002_WD12,Absent
KIB03_P002_WE01,Absent
KIB03_P002_WE02,Absent
KIB03_P002_WE05,Absent
KIB03_P002_WE06,Absent
KIB03_P002_WE07,Absent
KIB03_P002_WE08,Absent
KIB03_P002_WE09,Absent
KIB03_P002_WE10,Absent
KIB03_P002_WE11,Absent
KIB03_P002_WE12,Absent
KIB03_P002_WF01,Absent
KIB03_P002_WF02,Absent
KIB03_P002_WF03,Absent
KIB03_P002_WF04,Absent
KIB03_P002_WF05,Absent
KIB03_P002_WF07,Absent
KIB03_P002_WF08,Absent
KIB03_P002_WF09,Absent
KIB03_P002_WF11,Absent
KIB03_P002_WF12,Absent
KIB03_P002_WG01,Absent
KIB03_P002_WG03,Absent
KIB03_P002_WG04,Absent
KIB03_P002_WG05,Absent
KIB03_P002_WG06,Absent
KIB03_P002_WG07,Absent
KIB03_P002_WG08,Absent
KIB03_P002_WG09,Absent
KIB03_P002_WG10,Absent
KIB03_P002_WG11,Absent
KIB03_P002_WG12,Absent
KIB03_P002_WH01,Absent
KIB03_P002_WH02,Absent
KIB03_P002_WH03,Absent
KIB03_P002_WH04,Absent
KIB03_P002_WH05,Absent
KIB03_P002_WH08,Absent
KIB03_P002_WH09,Absent
KIB03_P002_WH10,Absent
KIB03_P003_WA06,Absent
KIB03_P003_WA07,Absent
KIB03_P003_WA09,Present
KIB03_P003_WB09,Absent
KIB03_P003_WB10,Absent
KIB03_P003_WB11,Absent
KIB03_P003_WB12,Present
KIB03_P003_WC01,Absent
KIB03_P003_WC02,Absent
KIB03_P003_WC03,Absent
KIB03_P003_WC04,Absent
KIB03_P003_WC08,Absent
KIB03_P003_WC10,Absent
KIB03_P003_WC11,Absent
KIB03_P003_WD02,Absent
KIB03_P003_WD04,Absent
KIB03_P003_WD05,Absent
KIB03_P003_WD06,Absent
KIB03_P003_WD07,Absent
KIB03_P003_WD09,Absent
KIB03_P003_WD10,Absent
KIB03_P003_WD11,Absent
KIB03_P003_WD12,Absent
KIB03_P003_WE02,Absent
KIB03_P003_WE03,Absent
KIB03_P003_WE04,Absent
KIB03_P003_WE05,Absent
KIB03_P003_WE06,Absent
KIB03_P003_WE08,Absent
KIB03_P003_WE09,Absent
KIB03_P003_WE11,Absent
KIB03_P003_WF01,Absent
KIB03_P003_WF03,Absent
KIB03_P003_WF11,Absent
KIB03_P003_WF12,Absent
KIB03_P003_WG01,Absent
KIB03_P003_WG08,Absent
KIB03_P003_WG09,Absent
KIB03_P003_WG10,Absent
KIB03_P003_WG11,Absent
KIB03_P003_WG12,Absent
KIB03_P003_WH01,Absent
KIB03_P003_WH02,Absent
KIB03_P003_WH03,Absent
KIB03_P003_WH04,Absent
KIB03_P003_WH05,Absent
KIB03_P003_WH06,Absent
KIB03_P003_WH08,Absent
KIB03_P003_WH09,Absent
KIB03_P003_WH10,Absent
KIB03_P003_WH11,Absent
KIB03_P003_WH12,Absent
KIB03_P004_WA01,Absent
KIB03_P004_WA02,Absent
KIB03_P004_WA03,Absent
KIB03_P004_WA04,Absent
KIB03_P004_WA05,Absent
KIB03_P004_WA06,Present
KIB03_P004_WA07,Present
KIB03_P004_WA08,Present
KIB03_P004_WA09,Present
KIB03_P004_WA10,Present
KIB03_P004_WB02,Absent
KIB03_P004_WB03,Absent
KIB03_P004_WB04,Absent
KIB03_P004_WB05,Absent
KIB03_P004_WB09,Absent
KIB03_P004_WB10,Absent
KIB03_P004_WC01,Absent
KIB03_P004_WC02,Absent
KIB03_P004_WC04,Absent
KIB03_P004_WC07,Absent
KIB03_P004_WC08,Absent
KIB03_P004_WC09,Absent
KIB03_P004_WC10,Absent
KIB03_P004_WD01,Absent
KIB03_P004_WD02,Absent
KIB03_P004_WD03,Absent
KIB03_P004_WD05,Absent
KIB03_P004_WD06,Absent
KIB03_P004_WD07,Absent
KIB03_P004_WD08,Absent
